Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	UniProt
EG11995	b2118	2200279	2203911	EG11995-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33346'>P33346</a>
EG11202	b3812	3997183	3997899	EG11202-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADP0'>P0ADP0</a>
G6237	b0420	438315	440177	DXS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77488'>P77488</a>
EG11086	b0083	91032	91397	EG11086-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AEN4'>P0AEN4</a>
G7159	b2246	2358863	2360152	B2246-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76470'>P76470</a>
G7282	b2452	2566881	2568107	G7282-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76552'>P76552</a>
EG11999	b2120	2205695	2207974	EG11999-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33349'>P33349</a>
EG10421	b2508	2632604	2634070	IMP-DEHYDROG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADG7'>P0ADG7</a>
G6585	b1141	1200787	1201032	G6585-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75970'>P75970</a>
G6962	b1775	1858850	1860229	B1775-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76230'>P76230</a>
EG10272	b3005	3150818	3151243	EG10272-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABV2'>P0ABV2</a>
G7189	b2295	2412677	2413132	G7189-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A8D9'>P0A8D9</a>
G0-17086	b4811	2653356	2653455	RNA0-414	PARTIAL	
G7016	b1844	1926120	1926782	G7016-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEK0'>P0AEK0</a>
EG10552	b2890	3033657	3035174	LYSS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8N3'>P0A8N3</a>
EG10094	b0930	987585	988985	ASNS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8M0'>P0A8M0</a>
EG12609	b0058	59687	60346	EG12609-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA37'>P0AA37</a>
EG10787	b1101	1157869	1159302	MONOMER0-4389 // PTSG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69786'>P69786</a>
EG11733	b3755	3940635	3941327	EG11733-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P31475'>P31475</a>
EG11326	b0337	356171	357454	CYTDEAM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25524'>P25524</a>
EG10575	b4345	4576912	4577958	EG10575-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P15006'>P15006</a>
G6185	b0320	336778	338325	G6185-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77187'>P77187</a>
G6758	b1447	1517882	1518331	G6758-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76111'>P76111</a>
EG12843	b0468	490882	491259	EG12843-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAR5'>P0AAR5</a>
G6583	b1138	1197533	1198237	G6583-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75968'>P75968</a>
EG10119	b0777	811522	812277	EG10119-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P12999'>P12999</a>
EG10722	b4095	4316082	4317218	EG10722-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16689'>P16689</a>
EG13236	b0732	767978	770611	EG13236-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P54746'>P54746</a>
G6104	b0220	240343	240816	G6104-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AD59'>P0AD59</a>
G6410	b0793	826119	827252	YBHS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFQ2'>P0AFQ2</a>
EG11840	b3874	4062247	4063512	YIHN-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32135'>P32135</a>
EG10338	b0080	88028	89032	PD00521	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACP1'>P0ACP1</a>
EG12169	b2198	2295377	2295586	EG12169-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABM5'>P0ABM5</a>
G0-10452	b4533	1636756	1636989	MONOMER0-2674	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q2EES0'>Q2EES0</a>
EG10938	b0408	427647	429494	SECD	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AG90'>P0AG90</a>
EG12275	b3567	3732201	3733742	XYLG-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37388'>P37388</a>
EG11232	b3299	3442618	3442734	EG11232-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7Q6'>P0A7Q6</a>
G8203	b0701	733370	733591			
G0-10531		1094275	1095437	MONOMER0-4248	PARTIAL	
G0-10607	b4621	4268809	4269012	MONOMER0-2829	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P58036'>P58036</a>
G6681	b1357	1420365	1420661	G6681-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76063'>P76063</a>
EG10437	b4173	4400672	4401952	EG10437-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25519'>P25519</a>
G6592	b1148	1203822	1204160	G6592-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75977'>P75977</a>
EG11402	b4239	4463054	4464709	TRE6PHYDRO-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P28904'>P28904</a>
EG12879	b0528	556661	556873	EG12879-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAS7'>P0AAS7</a>
EG11963	b3605	3779827	3781017	L-LACTDEHYDROGFMN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33232'>P33232</a>
G0-17100	b4825	4366839	4366951	RNA0-418	WELL-CHARACTERIZED	
EG10277	b1091	1148759	1149712	FABH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6R0'>P0A6R0</a>
EG10543	b0116	127912	129336	E3-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9P0'>P0A9P0</a>
EG11609	b2369	2483755	2484369	PHOSPHO-EVGA // EVGA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACZ4'>P0ACZ4</a>
G6660	b1324	1388305	1388811	G6660-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A862'>P0A862</a>
EG11125	b1257	1314718	1315224	EG11125-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21363'>P21363</a>
EG10777	b1305	1368801	1369025	EG10777-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFM9'>P0AFM9</a>
G6841	b1583	1655808	1656149	G6841-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76170'>P76170</a>
EG10193	b2421	2538672	2539583	ACSERLYB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P16703'>P16703</a>
G0-16668	b4652	3769948	3770146			
EG10113	b3336	3466249	3466725	EG10113-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ABD3'>P0ABD3</a>
EG12280	b3576	3743743	3744210	EG12280-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37673'>P37673</a>
EG30101	b3979	4175754	4175829	thrT-tRNA	WELL-CHARACTERIZED	
EG12445	b2578	2715423	2716010	EG12445-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P38101'>P38101</a>
EG11225	b4138	4365472	4366773	DCUA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABN5'>P0ABN5</a>
G6146	b0275	291071	291346	MONOMER0-4227	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF09'>P0CF09</a>
EG30079	b3758	3943704	3946607	RRLC-RRNA	WELL-CHARACTERIZED	
G7728	b3376	3504935	3506020	G7728-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45545'>P45545</a>
G6148	b0277	292322	292948	G6148-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77657'>P77657</a>
EG10538	b3457	3595477	3596403	LIVH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEX7'>P0AEX7</a>
G0-8885	b4437	2153646	2153781	RYED-RNA	PARTIAL	
EG10651	b2159	2250840	2251697	EG10651-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6C1'>P0A6C1</a>
EG10707	b2599	2737745	2738905	CHORISMUTPREPHENDEHYDRAT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9J8'>P0A9J8</a>
EG10325	b1334	1398774	1399526	PD00197	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9E5'>P0A9E5</a>
G0-16746	b4752	1995655	1995831	MONOMER0-4430	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPP3'>P0DPP3</a>
EG30064	b4134	4362551	4362626	pheU-tRNA	WELL-CHARACTERIZED	
G0-16721	b4726	85467	85511	MONOMER0-4403	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DPM5'>P0DPM5</a>
G0-16679	b4708	279931	280104			
EG11472	b3832	4017333	4018760	EG11472-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AG71'>P0AG71</a>
EG11469	b3824	4008439	4009059	RHTB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AG34'>P0AG34</a>
G7424	b2748	2872509	2872820	G7424-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A6S5'>P0A6S5</a>
G7076	b1996	2068952	2069857	MONOMER0-4446	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF55'>P0CF55</a>
EG11254	b0636	668248	668715	EG11254-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8I8'>P0A8I8</a>
EG10890	b1089	1147367	1147540	EG10890-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7N4'>P0A7N4</a>
EG12069	b2210	2305108	2306754	EG12069-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33940'>P33940</a>
EG11924	b4027	4236262	4236900	EG11924-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32687'>P32687</a>
EG10844	b3780	3964365	3965630	EG10844-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8J8'>P0A8J8</a>
EG11163	b3036	3179596	3179856			
G0-9981	b4613	3647705	3647788	MONOMER0-1941	PARTIAL	<a href='https://www.uniprot.org/uniprot/A5A624'>A5A624</a>
G7685	b3240	3386221	3388188	G7685-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46481'>P46481</a>
EG12438	b2263	2376834	2377592	EG12438-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37355'>P37355</a>
EG11215	b4363	4601624	4602097	EG11215-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADD2'>P0ADD2</a>
EG11195	b3697	3876140	3876952	EG11195-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8Y5'>P0A8Y5</a>
G7877	b4243	4470527	4470913	G7877-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF93'>P0AF93</a>
EG10601	b1890	1976252	1977139	MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN	PARTIAL	<a href='https://www.uniprot.org/uniprot/P09348'>P09348</a>
EG10560	b3417	3550080	3552473	MALDEXPHOSPHORYL-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00490'>P00490</a>
G6923	b1700	1782681	1782974	G6923-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77714'>P77714</a>
EG12097	b2593	2734303	2735034	EG12097-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33644'>P33644</a>
G6892	b1655	1734435	1735250	G6892-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76190'>P76190</a>
EG10918	b3316	3450248	3450526	EG10918-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7U3'>P0A7U3</a>
G0-10472	b4559	4352908	4353081	MONOMER0-2694	PARTIAL	<a href='https://www.uniprot.org/uniprot/P64646'>P64646</a>
EG11601	b2522	2654157	2654933	EG11601-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFZ1'>P0AFZ1</a>
EG11774	b2284	2400218	2401555	NUOF-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31979'>P31979</a>
EG12837	b3271	3422436	3423194	YHDZ-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45769'>P45769</a>
EG11076	b4031	4240779	4242254	XYLE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGF4'>P0AGF4</a>
G6905	b1679	1758874	1759290	G6905-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76194'>P76194</a>
EG12703	b1003	1066864	1067091	EG12703-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB14'>P0AB14</a>
EG12411	b2040	2111077	2111976	DTDPDEHYRHAMREDUCT-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37760'>P37760</a>
G7617	b3103	3252304	3252669	G7617-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64590'>P64590</a>
EG12282	b3578	3744804	3746081	EG12282-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37675'>P37675</a>
EG12657	b3029	3173142	3173456	EG12657-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADU2'>P0ADU2</a>
EG10475	b2724	2849238	2849849	HYCBSMALL-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAK1'>P0AAK1</a>
EG10813	b1351	1417488	1417763	EG10813-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P15033'>P15033</a>
EG11218	b4398	4636007	4636696	PHOSPHO-CREB // CREB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P08368'>P08368</a>
EG12148	b2943	3088284	3089678	GALP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEP1'>P0AEP1</a>
EG11351	b3628	3803058	3804137	EG11351-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P27127'>P27127</a>
G7250	b2387	2507916	2508242	G7250-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P69808'>P69808</a>
G7338	b2544	2673816	2674688	G7338-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76584'>P76584</a>
G6241	b0427	445302	446666	B0427-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77726'>P77726</a>
EG10018	b3252	3401392	3403332	EG10018-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P13518'>P13518</a>
EG10470	b0974	1035066	1035773	HYAC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAM1'>P0AAM1</a>
EG12439	b4231	4453583	4454578	YJFF-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37772'>P37772</a>
EG10444	b2024	2095125	2095862	PRIBFAICARPISOM-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P10371'>P10371</a>
EG30114	b2403	2521173	2521248	valY-tRNA	WELL-CHARACTERIZED	
EG11956	b4084	4306870	4307799	EG11956-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32718'>P32718</a>
G0-10525		315291	316453	MONOMER0-2748	WELL-CHARACTERIZED	
EG12666	b0524	553218	553940	EG12666-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P43341'>P43341</a>
EG11198	b3730	3913830	3915200	NAG1P-URIDYLTRANS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACC7'>P0ACC7</a>
EG10135	b0033	30817	34038	CARBPSYN-LARGE	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00968'>P00968</a>
EG11730	b3745	3928152	3929603	EG11730-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADN0'>P0ADN0</a>
G6996	b1815	1898427	1900025	G6996-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76261'>P76261</a>
EG10932	b0724	757689	758405	SDH-FE-S	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07014'>P07014</a>
G0-8785	b4408	2924156	2924524	CSRB-RNA	PARTIAL	
EG10227	b1575	1649609	1649797	EG10227-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P09557'>P09557</a>
EG11055	b1617	1694260	1696071	BETA-GLUCURONID-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05804'>P05804</a>
EG10367	b1779	1862771	1863766	GAPDH-A-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9B2'>P0A9B2</a>
EG11842	b3877	4065809	4067194	YIHP-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P32137'>P32137</a>
EG10279	b3846	4028782	4030971	FADB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21177'>P21177</a>
EG12404	b1219	1273246	1273599	EG12404-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB52'>P0AB52</a>
EG11780	b4696	1592665	1598086	EG11780-MONOMER		<a href='https://www.uniprot.org/uniprot/P32051'>P32051</a>
G0-17021	b4775	1622741	1622845	MONOMER0-4487	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSF3'>P0DSF3</a>
G7703	b3325	3456377	3458329	G7703-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45758'>P45758</a>
G6646	b1302	1365550	1366815	G6646-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P50457'>P50457</a>
EG10450	b2023	2094535	2095125	GLUTAMIDOTRANS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P60595'>P60595</a>
EG10321	b1923	2002110	2003606	EG10321-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P04949'>P04949</a>
G7532	b2962	3104093	3104368	G7532-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A8P3'>P0A8P3</a>
EG10143	b1735	1818605	1819447	EG10143-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P17410'>P17410</a>
EG11798	b0106	114522	115724	EG11798-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36646'>P36646</a>
G7004	b1828	1910276	1911649	B1828-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76269'>P76269</a>
G7034	b1903	1987444	1987782			
G7436	b2770	2895776	2896555	G7436-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46908'>Q46908</a>
EG11338	b1051	1113807	1114181	EG11338-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25738'>P25738</a>
G6959	b1772	1855981	1856928	G6959-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77493'>P77493</a>
G6619	b1182	1229483	1230394	G6619-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77335'>P77335</a>
G7558	b3001	3147897	3148937	G7558-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46851'>Q46851</a>
EG10289	b4288	4511458	4512414	FECD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P15029'>P15029</a>
G6175	b0305	320227	321081	G6175-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77379'>P77379</a>
EG10887	b3312	3448568	3448759	EG10887-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7M6'>P0A7M6</a>
G6674	b1342	1408050	1409033	G6674-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64423'>P64423</a>
G6933	b1728	1810211	1810801	G6933-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64481'>P64481</a>
G6217	b0365	385232	386194	TAUA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q47537'>Q47537</a>
G6228	b0379	399025	399333	G6228-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAP7'>P0AAP7</a>
EG10452	b2306	2423736	2424509	HISP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07109'>P07109</a>
G6143	b0271	286789	288399	G6143-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77713'>P77713</a>
EG20053	b3691	3870438	3871730	YIDT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA76'>P0AA76</a>
G0-10261	b4520	1218983	1219201	MONOMER0-2141	PARTIAL	<a href='https://www.uniprot.org/uniprot/P58034'>P58034</a>
EG10490	b2916	3059753	3060646	EG10490-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8S1'>P0A8S1</a>
EG10319	b1891	1977266	1977844	MONOMER0-2488	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABY7'>P0ABY7</a>
EG11209	b4030	4240325	4240735	EG11209-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A7C8'>P0A7C8</a>
EG10405	b4077	4294481	4295794	GLTP-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21345'>P21345</a>
EG30113	b2402	2521051	2521126	valX-tRNA	WELL-CHARACTERIZED	
EG10986	b3549	3713092	3713655	EG10986-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05100'>P05100</a>
EG10658	b2477	2597831	2598865	EG10658-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A903'>P0A903</a>
G7218	b2349	2466545	2467702	G7218-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37326'>P37326</a>
G6695	b1372	1429049	1432411	G6695-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76072'>P76072</a>
EG30071	b3971	4171637	4171756	RRFB-RRNA	WELL-CHARACTERIZED	
EG10235	b3702	3882326	3883729	PD03831	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P03004'>P03004</a>
EG10181	b0429	447717	448046	CYOD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABJ6'>P0ABJ6</a>
G7088	b2015	2087329	2088258	G7088-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76369'>P76369</a>
EG10136	b3056	3201891	3203129	EG10136-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06961'>P06961</a>
EG12328	b0141	156299	156883	EG12328-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37050'>P37050</a>
G6682	b1358	1420684	1421106	G6682-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76064'>P76064</a>
G7618	b3104	3252911	3253267	G7618-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64592'>P64592</a>
EG11396	b3843	4024988	4026481	EG11396-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAB4'>P0AAB4</a>
EG11648	b0207	229167	229970	MONOMER0-149	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P30863'>P30863</a>
EG12520	b4230	4452571	4453596	YTFT-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39328'>P39328</a>
EG10303	b0153	171462	173444	FHUB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06972'>P06972</a>
EG10234	b0896	944033	944896	DMSC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P18777'>P18777</a>
G6795	b1505	1588853	1590001	G6795-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76137'>P76137</a>
EG10547	b0889	932595	933089	PD00353	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACJ0'>P0ACJ0</a>
G6374	b0689	715412	715906	G6374-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75737'>P75737</a>
EG10761	b1211	1265012	1266094	EG10761-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7I0'>P0A7I0</a>
EG10153	b0827	865129	866364	EG10153-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P12281'>P12281</a>
G7634	b3136	3281976	3283130	G7634-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P42907'>P42907</a>
EG11438	b1087	1146011	1146595	EG11438-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A729'>P0A729</a>
G7849	b4184	4411979	4412377	G7849-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF80'>P0AF80</a>
EG10979	b0726	758706	761507	E1O-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFG3'>P0AFG3</a>
G0-9384		1888017	1888102			
EG12358	b0933	993277	994044	YCBE-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAI1'>P0AAI1</a>
EG11129	b1561	1644651	1644902	EG11129-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07010'>P07010</a>
EG11976	b1949	2022616	2022885	EG11976-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC07'>P0AC07</a>
G0-16714	b4636	716721	716870			
G7378	b2643	2775919	2776377	G7378-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52139'>P52139</a>
G7191	b2299	2418634	2419176	G7191-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P65556'>P65556</a>
